method,total_solves,avg_total_moves,num_steps,avg_moves_per_step,num_algs,score
mutation_60d849f2,10,49.8,8,6.22,10,0.02008
mutation_cc9d438b,10,49.2,7,7.03,15,0.020325
mutation_a5ef63ae,10,62.0,9,6.89,20,0.016129
mutation_078ef5ef,10,56.1,9,6.23,15,0.017825
mutation_12b67c80,10,46.0,8,5.75,4,0.021739
mutation_10bc816f,10,38.5,6,6.42,8,0.025974
mutation_d07e7edb,10,55.4,8,6.92,13,0.018051
mutation_215fb5dd,10,60.9,8,7.61,16,0.01642
mutation_988aea7a,10,57.4,8,7.17,2,0.017422
mutation_0862984d,10,59.6,8,7.45,10,0.016779
mutation_abdd4dc8,10,50.3,7,7.19,10,0.019881
mutation_6ffd3105,10,63.3,7,9.04,6,0.015798
mutation_2649cef9,10,56.7,8,7.09,21,0.017637
mutation_0a7383a1,10,59.0,8,7.38,19,0.016949
mutation_2e569988,10,16.0,8,2.0,14,0.0625
mutation_444ce00c,10,50.5,7,7.21,17,0.019802
mutation_df4367d3,10,49.4,7,7.06,11,0.020243
mutation_e660e3dd,10,52.2,8,6.53,8,0.019157
mutation_514f745b,10,58.7,7,8.39,14,0.017036
mutation_4c7c55db,10,59.2,9,6.58,16,0.016892
mutation_fcb36e1d,10,52.2,8,6.53,18,0.019157
mutation_3f16e0bf,10,56.3,8,7.04,14,0.017762
mutation_5ce08312,10,56.7,8,7.09,21,0.017637
mutation_48ba8691,10,39.2,7,5.6,7,0.02551
mutation_edf49c80,10,55.4,8,6.92,11,0.018051
mutation_a7b7a881,10,48.3,7,6.9,8,0.020704
mutation_f3596bc2,10,59.6,8,7.45,16,0.016779
mutation_2e283db1,10,63.3,8,7.91,14,0.015798
mutation_8c9cc77b,10,56.1,7,8.01,0,0.017825
mutation_f4a24b79,10,47.3,7,6.76,2,0.021142
mutation_29c9b7db,10,55.9,8,6.99,18,0.017889
mutation_c05b8f2f,10,46.4,7,6.63,20,0.021552
mutation_73dd8a9c,10,56.7,8,7.09,24,0.017637
mutation_9de1adec,10,56.7,8,7.09,13,0.017637
mutation_409b48b4,10,1.6,7,0.23,0,0.625
mutation_ddcd21f2,10,56.7,9,6.3,24,0.017637
mutation_cb148d09,10,53.5,8,6.69,9,0.018692
mutation_8424cbe9,10,52.8,8,6.6,18,0.018939
mutation_6437f9b3,10,58.2,8,7.28,18,0.017182
PETRUS,250,50.94,7,7.28,25,0.019631
mutation_dae7d123,10,51.4,8,6.42,19,0.019455
mutation_336e4f97,10,57.0,8,7.12,14,0.017544
mutation_d7ea72ff,10,60.9,8,7.61,16,0.01642
mutation_dc128116,10,61.6,9,6.84,19,0.016234
mutation_23c86bb4,10,40.2,7,5.74,10,0.024876
mutation_2a308c7c,10,63.2,8,7.9,7,0.015823
mutation_dc611b44,10,56.1,8,7.01,15,0.017825
mutation_b840c942,10,66.3,8,8.29,19,0.015083
mutation_5eba7d8d,10,52.7,8,6.59,6,0.018975
mutation_35bbe1d2,10,57.2,8,7.15,2,0.017483
mutation_edc2a3fb,10,52.8,8,6.6,13,0.018939
mutation_52858049,10,53.5,9,5.94,19,0.018692
mutation_e065edd9,10,53.0,8,6.62,13,0.018868
mutation_b93d1dc9,10,54.2,8,6.78,16,0.01845
mutation_4098e75a,10,62.5,10,6.25,17,0.016
mutation_29471bc1,10,49.1,8,6.14,8,0.020367
mutation_4d40eb87,10,52.7,7,7.53,3,0.018975
mutation_f4f15207,10,46.8,8,5.85,10,0.021368
mutation_e568b89b,10,52.4,8,6.55,17,0.019084
mutation_3c09cb81,10,54.6,8,6.83,14,0.018315
mutation_f1b43b11,10,41.2,6,6.87,8,0.024272
mutation_9b442032,10,62.4,9,6.93,13,0.016026
mutation_66209a82,10,41.4,7,5.91,8,0.024155
mutation_c79aa2c4,10,61.9,9,6.88,15,0.016155
mutation_2c365663,10,37.6,6,6.27,6,0.026596
mutation_6d135688,10,54.2,9,6.02,15,0.01845
mutation_35163a88,10,48.1,7,6.87,20,0.02079
mutation_a65452dd,10,60.4,7,8.63,5,0.016556
mutation_e16c543e,10,60.8,9,6.76,17,0.016447
mutation_9ea42e68,10,47.6,7,6.8,7,0.021008
mutation_4054a486,10,54.6,9,6.07,14,0.018315
mutation_62f65302,10,56.3,8,7.04,12,0.017762
mutation_0f083e85,10,51.5,8,6.44,16,0.019417
mutation_a18df373,10,58.4,9,6.49,11,0.017123
mutation_9b07e711,10,62.8,8,7.85,17,0.015924
mutation_53eb13d4,10,45.1,7,6.44,8,0.022173
mutation_758f6fbe,10,53.0,7,7.57,10,0.018868
mutation_6c235f76,10,50.5,7,7.21,19,0.019802
mutation_2abbecbd,10,30.2,8,3.77,10,0.033113
mutation_907ce690,10,45.4,8,5.67,18,0.022026
mutation_c06f4f23,10,51.9,8,6.49,3,0.019268
mutation_8fe45f05,10,47.3,7,6.76,17,0.021142
mutation_91e4e073,10,53.4,9,5.93,24,0.018727
mutation_658bf771,10,53.0,7,7.57,14,0.018868
mutation_557e8c1d,10,53.3,8,6.66,2,0.018762
mutation_f3c9ebc1,10,54.0,8,6.75,6,0.018519
mutation_dd675fa3,10,61.9,8,7.74,10,0.016155
mutation_3a0ca7cb,10,54.6,9,6.07,14,0.018315
mutation_e085679a,10,58.4,8,7.3,8,0.017123
mutation_f445a8c2,10,62.0,9,6.89,16,0.016129
mutation_c32a50b2,10,53.3,7,7.61,13,0.018762
mutation_7ff29d19,10,63.4,9,7.04,15,0.015773
mutation_165d192b,10,49.4,7,7.06,5,0.020243
mutation_a420019c,10,55.8,8,6.97,10,0.017921
mutation_9bf2f58c,10,54.2,8,6.78,21,0.01845
mutation_da02e3d1,10,53.4,8,6.67,19,0.018727
mutation_a2d02fc5,10,60.8,8,7.6,10,0.016447
mutation_2916100f,10,56.6,8,7.08,17,0.017668
mutation_826c1a79,10,60.4,7,8.63,5,0.016556
mutation_fa1809c6,10,55.9,7,7.99,18,0.017889
mutation_53965c50,10,62.0,9,6.89,5,0.016129
mutation_4b55c22a,10,57.4,8,7.17,9,0.017422
mutation_ad3d3a6f,10,62.3,7,8.9,10,0.016051
mutation_9ac847a5,10,56.0,7,8.0,13,0.017857
mutation_8e13c56c,10,49.3,8,6.16,13,0.020284
mutation_0c6aa03b,10,48.8,8,6.1,18,0.020492
mutation_c54664e0,10,46.4,6,7.73,10,0.021552
mutation_9b6a1a89,10,46.9,7,6.7,17,0.021322
mutation_70f9cea7,10,54.0,9,6.0,18,0.018519
mutation_141a1bf8,10,47.6,7,6.8,10,0.021008
mutation_68190470,10,54.0,8,6.75,3,0.018519
mutation_b327c322,10,50.8,7,7.26,14,0.019685
mutation_0b114558,10,54.6,8,6.83,14,0.018315
mutation_b543d546,10,47.1,8,5.89,7,0.021231
mutation_75979933,10,62.7,8,7.84,13,0.015949
mutation_5eaa7b08,10,57.9,8,7.24,0,0.017271
mutation_0a33d7c8,10,56.9,9,6.32,12,0.017575
mutation_ec7586d3,10,55.1,7,7.87,3,0.018149
mutation_62c87f2e,10,42.9,7,6.13,10,0.02331
mutation_eeb04dda,10,48.5,7,6.93,10,0.020619
mutation_4d39860c,10,57.4,8,7.17,11,0.017422
mutation_81faf89d,10,53.9,8,6.74,12,0.018553
mutation_9ebf6cbd,10,50.7,7,7.24,20,0.019724
mutation_bcba0c9d,10,48.6,8,6.08,19,0.020576
mutation_f626a735,10,56.6,8,7.08,17,0.017668
mutation_dfd14fa5,10,53.4,8,6.67,19,0.018727
mutation_ca74d1f1,10,47.6,7,6.8,7,0.021008
mutation_3ab4e584,10,59.3,8,7.41,14,0.016863
mutation_db69db4c,10,55.1,8,6.89,13,0.018149
mutation_9181865f,10,51.5,7,7.36,10,0.019417
mutation_57d4c34c,10,48.9,7,6.99,16,0.02045
mutation_ef12eb4b,10,32.8,7,4.69,10,0.030488
mutation_2abea154,10,50.6,7,7.23,0,0.019763
mutation_45959b02,10,47.2,7,6.74,13,0.021186
mutation_d716de17,10,49.0,7,7.0,14,0.020408
mutation_6a8274a7,10,59.3,8,7.41,10,0.016863
mutation_98ecbb1e,10,58.4,8,7.3,14,0.017123
mutation_0147fa7b,10,55.8,8,6.97,10,0.017921
mutation_ec06e86e,10,59.5,7,8.5,14,0.016807
mutation_ca457b76,10,55.8,8,6.97,10,0.017921
mutation_d2dea558,10,56.6,8,7.08,17,0.017668
mutation_b4adbfc4,10,54.6,8,6.83,14,0.018315
mutation_39bd8f8a,10,46.9,8,5.86,13,0.021322
mutation_a3896f12,10,62.3,8,7.79,10,0.016051
mutation_24c60df3,10,51.2,7,7.31,11,0.019531
mutation_0e452d5e,10,50.1,9,5.57,5,0.01996
mutation_0f8ce0ac,10,46.7,7,6.67,19,0.021413
mutation_1f95fb28,10,59.3,8,7.41,17,0.016863
mutation_33d29b0f,10,55.7,8,6.96,20,0.017953
mutation_c90ed9c4,10,58.4,9,6.49,11,0.017123
mutation_145e6425,10,41.3,7,5.9,16,0.024213
mutation_d3d652fd,10,57.6,9,6.4,17,0.017361
mutation_e9a1f1bc,10,47.2,7,6.74,13,0.021186
BEGINNERS,300,76.49,13,5.88,0,0.013074
mutation_63cf23c3,10,61.8,8,7.72,13,0.016181
mutation_e44a1aa9,10,57.2,7,8.17,13,0.017483
mutation_7a247454,10,46.6,7,6.66,20,0.021459
mutation_58c07cbe,10,54.6,9,6.07,14,0.018315
mutation_16d95de8,10,38.5,7,5.5,18,0.025974
mutation_8f2e46e3,10,49.1,7,7.01,4,0.020367
mutation_53941755,10,48.7,8,6.09,17,0.020534
mutation_18ff4ec1,10,48.2,8,6.03,7,0.020747
mutation_056dc6ed,10,49.6,8,6.2,19,0.020161
mutation_56092697,10,46.9,8,5.86,13,0.021322
mutation_fd584942,10,61.5,7,8.79,6,0.01626
mutation_f6353958,10,47.2,7,6.74,20,0.021186
mutation_e75cec2e,10,39.8,6,6.63,10,0.025126
mutation_96163a9b,10,61.9,9,6.88,20,0.016155
mutation_92b023e9,10,47.6,7,6.8,18,0.021008
mutation_88e5b292,10,51.7,8,6.46,8,0.019342
mutation_d3cc99a1,10,56.2,8,7.03,9,0.017794
mutation_1e07fe65,10,55.5,8,6.94,12,0.018018
mutation_6e71d4c5,10,53.4,8,6.67,17,0.018727
mutation_9e7fdf9a,10,55.7,7,7.96,19,0.017953
mutation_2a164e1d,10,48.1,8,6.01,20,0.02079
mutation_6f5d80a5,10,50.6,8,6.33,12,0.019763
mutation_6f878c77,10,45.7,7,6.53,17,0.021882
mutation_73a80ce3,10,57.3,9,6.37,20,0.017452
mutation_83c9fd03,10,49.4,7,7.06,12,0.020243
mutation_b37af51d,10,56.2,8,7.03,16,0.017794
mutation_98cca44a,10,47.6,7,6.8,7,0.021008
mutation_cf0e0d3c,10,54.6,8,6.83,14,0.018315
mutation_7ea02b6a,10,56.6,8,7.08,17,0.017668
mutation_d45c86c8,10,58.4,9,6.49,11,0.017123
mutation_5928fee7,10,51.2,7,7.31,11,0.019531
mutation_cf3a1482,10,48.6,7,6.94,18,0.020576
mutation_57be1119,10,49.6,8,6.2,0,0.020161
mutation_472605b1,10,50.6,7,7.23,24,0.019763
mutation_f77d00e6,10,55.2,8,6.9,11,0.018116
mutation_108f4aa6,10,53.0,8,6.62,13,0.018868
mutation_7f6c3853,10,59.6,8,7.45,11,0.016779
mutation_cc6b31b6,10,60.8,8,7.6,10,0.016447
mutation_308ce601,10,53.5,8,6.69,12,0.018692
mutation_4db8f36d,10,49.3,8,6.16,10,0.020284
mutation_4f545e94,10,63.7,9,7.08,18,0.015699
mutation_2af3141a,10,54.4,8,6.8,16,0.018382
mutation_da1a589f,10,45.9,7,6.56,8,0.021786
mutation_718284d9,10,49.7,7,7.1,16,0.020121
mutation_6c206e0d,10,53.4,8,6.67,24,0.018727
mutation_80e1342d,10,49.3,8,6.16,10,0.020284
mutation_67281644,10,50.3,8,6.29,10,0.019881
mutation_782541be,10,56.1,8,7.01,16,0.017825
mutation_a7b85125,10,49.7,7,7.1,16,0.020121
mutation_40926692,10,51.6,8,6.45,14,0.01938
mutation_6da00e03,10,68.9,9,7.66,20,0.014514
mutation_f7ade9aa,10,54.9,7,7.84,15,0.018215
mutation_5adf6fc3,10,60.8,8,7.6,10,0.016447
mutation_90d0b528,10,47.3,8,5.91,11,0.021142
mutation_6b6e0cfa,10,51.7,8,6.46,8,0.019342
mutation_3cb1279d,10,60.7,9,6.74,21,0.016474
mutation_95bfbc43,10,41.0,7,5.86,8,0.02439
mutation_186e928e,10,53.1,8,6.64,6,0.018832
mutation_33e37038,10,49.3,8,6.16,5,0.020284
mutation_bebc5ed5,10,55.0,9,6.11,4,0.018182
mutation_dd9c482f,10,32.6,7,4.66,10,0.030675
mutation_097ec527,10,48.5,7,6.93,14,0.020619
mutation_d0d7384c,10,48.9,7,6.99,16,0.02045
mutation_c9d17f4f,10,60.7,9,6.74,21,0.016474
mutation_5ec85b0e,10,51.1,8,6.39,19,0.019569
mutation_ff7b586a,10,44.1,7,6.3,20,0.022676
mutation_452e8e41,10,68.1,8,8.51,17,0.014684
mutation_b20f8417,10,54.6,8,6.83,14,0.018315
mutation_0326720e,10,38.1,6,6.35,6,0.026247
mutation_817a7592,10,48.1,7,6.87,20,0.02079
mutation_9804c20d,10,56.2,8,7.03,15,0.017794
mutation_46f0cd9c,10,51.0,8,6.38,10,0.019608
mutation_97a3f9e6,10,35.0,7,5.0,10,0.028571
mutation_18d546a2,10,46.5,8,5.81,4,0.021505
mutation_75b25bfc,10,51.0,7,7.29,12,0.019608
mutation_ecce9089,10,51.9,8,6.49,15,0.019268
mutation_43d8bf73,10,52.6,8,6.58,10,0.019011
mutation_1861308c,10,43.9,7,6.27,1,0.022779
mutation_9d1779be,10,60.7,9,6.74,21,0.016474
mutation_d9bc8da3,10,57.5,9,6.39,19,0.017391
mutation_6596785f,10,51.2,7,7.31,11,0.019531
mutation_97854ed5,10,60.4,7,8.63,5,0.016556
mutation_38a8674b,10,56.2,8,7.03,18,0.017794
mutation_44634f84,10,56.6,8,7.08,17,0.017668
mutation_8db55f52,10,56.2,8,7.03,15,0.017794
mutation_4836d59c,10,55.8,8,6.97,10,0.017921
mutation_815e4fbb,10,48.8,7,6.97,13,0.020492
mutation_3734531e,10,47.6,8,5.95,0,0.021008
mutation_914efd54,10,61.8,7,8.83,12,0.016181
mutation_1356a51e,10,51.6,8,6.45,13,0.01938
mutation_c2542049,10,49.7,7,7.1,16,0.020121
mutation_662912ed,10,47.8,7,6.83,14,0.020921
mutation_cd43463d,10,54.6,9,6.07,14,0.018315
mutation_029df6d4,10,46.2,8,5.78,21,0.021645
mutation_ffc94d11,10,40.4,7,5.77,17,0.024752
mutation_2a8d7b56,10,48.5,8,6.06,9,0.020619
mutation_42f49098,10,54.4,8,6.8,14,0.018382
mutation_f9f80a84,10,44.4,7,6.34,9,0.022523
mutation_60b4094f,10,59.2,7,8.46,19,0.016892
mutation_dbdb6df1,10,54.6,8,6.83,14,0.018315
mutation_08cdf103,10,53.8,7,7.69,10,0.018587
mutation_eab651ed,10,61.8,9,6.87,11,0.016181
mutation_f5180144,10,47.3,8,5.91,17,0.021142
mutation_b95f2df3,10,50.3,8,6.29,10,0.019881
mutation_a0652bd3,10,61.9,9,6.88,10,0.016155
mutation_bacb7ef3,10,55.5,8,6.94,17,0.018018
mutation_d4183e4a,10,58.1,9,6.46,5,0.017212
mutation_4cb212a0,10,47.5,8,5.94,19,0.021053
mutation_bc04fe5a,10,48.9,7,6.99,16,0.02045
mutation_8478813b,10,54.6,8,6.83,14,0.018315
mutation_fa2be4d0,10,46.5,8,5.81,11,0.021505
mutation_201a3323,10,51.9,8,6.49,16,0.019268
mutation_0c92afc5,10,50.6,7,7.23,11,0.019763
mutation_1c24c195,10,56.8,8,7.1,9,0.017606
mutation_e34d7fef,10,55.7,7,7.96,19,0.017953
mutation_4ef31339,10,49.6,8,6.2,0,0.020161
mutation_3321fbdb,10,59.4,8,7.42,13,0.016835
mutation_ecac9f61,10,65.1,8,8.14,18,0.015361
mutation_f46b024d,10,53.3,8,6.66,12,0.018762
mutation_a406ae0d,10,50.2,8,6.28,20,0.01992
mutation_81bf9ace,10,54.6,8,6.83,14,0.018315
mutation_ec384b3c,10,51.8,8,6.47,11,0.019305
mutation_f81fea3f,10,53.1,8,6.64,18,0.018832
mutation_bfb4b11e,10,53.4,8,6.67,10,0.018727
mutation_aeff99db,10,61.9,8,7.74,9,0.016155
mutation_6bdeeef1,10,52.3,8,6.54,9,0.01912
mutation_72af4ab2,10,58.6,8,7.33,18,0.017065
mutation_7e391fa5,10,52.0,8,6.5,14,0.019231
mutation_c2fb4ba4,10,53.2,8,6.65,4,0.018797
mutation_073d72eb,10,55.7,7,7.96,19,0.017953
mutation_1626802b,10,50.6,8,6.33,19,0.019763
mutation_714f2d88,10,58.7,8,7.34,14,0.017036
mutation_7bd6d868,10,55.8,8,6.97,10,0.017921
mutation_9c9fb9bd,10,60.4,7,8.63,5,0.016556
mutation_fa2c365f,10,52.2,7,7.46,20,0.019157
mutation_f56aee14,10,48.9,7,6.99,15,0.02045
mutation_edcdc1eb,10,56.9,8,7.11,13,0.017575
mutation_217d95f2,10,56.0,8,7.0,8,0.017857
mutation_3edbeede,10,55.4,8,6.92,18,0.018051
mutation_e188e17d,10,54.7,9,6.08,16,0.018282
mutation_f8dedab4,10,60.8,8,7.6,10,0.016447
mutation_4c1281fd,10,55.8,8,6.97,10,0.017921
mutation_d1f6b71d,10,46.5,7,6.64,4,0.021505
mutation_7658217b,10,54.6,8,6.83,14,0.018315
mutation_f63600d5,10,64.2,10,6.42,13,0.015576
mutation_f315093c,10,52.8,7,7.54,6,0.018939
mutation_02eded0b,10,53.2,8,6.65,26,0.018797
mutation_0934c43b,10,53.5,8,6.69,18,0.018692
mutation_543e49ee,10,60.4,9,6.71,11,0.016556
mutation_d71a901e,10,42.8,6,7.13,10,0.023364
mutation_53436ea5,10,61.0,8,7.62,21,0.016393
mutation_875d6ee0,10,56.7,9,6.3,14,0.017637
mutation_6047565a,10,36.2,6,6.03,9,0.027624
mutation_00ec06c0,10,48.3,8,6.04,18,0.020704
mutation_9af42c31,10,62.3,9,6.92,6,0.016051
mutation_378ef3ae,10,53.0,7,7.57,0,0.018868
APB,10,47.3,6,7.88,127,0.021142
mutation_3f176311,10,48.8,8,6.1,14,0.020492
mutation_b419303d,10,61.9,8,7.74,13,0.016155
Roux,300,42.35,6,7.06,44,0.023613
mutation_c3ddb72d,10,54.6,8,6.83,14,0.018315
mutation_a7d509d3,10,48.8,7,6.97,13,0.020492
mutation_ed4dee3c,10,59.3,9,6.59,17,0.016863
mutation_8b9558b9,10,50.4,8,6.3,13,0.019841
mutation_704e3267,10,48.9,7,6.99,16,0.02045
mutation_094eeaf4,10,54.3,7,7.76,19,0.018416
mutation_5c9fe880,10,64.3,10,6.43,7,0.015552
mutation_2f341121,10,52.5,7,7.5,3,0.019048
mutation_7b01f6b4,10,43.1,7,6.16,10,0.023202
mutation_e47ef5c8,10,53.4,8,6.67,9,0.018727
mutation_f3a0b4ed,10,45.1,8,5.64,18,0.022173
mutation_55891e62,10,60.3,8,7.54,19,0.016584
mutation_29201d52,10,52.2,7,7.46,20,0.019157
mutation_9a47b960,10,48.8,7,6.97,20,0.020492
mutation_4e11042b,10,60.0,8,7.5,17,0.016667
mutation_735dc304,10,54.7,7,7.81,13,0.018282
mutation_321fdf82,10,49.7,8,6.21,10,0.020121
mutation_a7702e49,10,54.6,8,6.83,14,0.018315
mutation_b291ac5b,10,62.7,8,7.84,13,0.015949
mutation_640dfd0f,10,46.3,7,6.61,7,0.021598
mutation_6c15fd09,10,63.0,8,7.88,12,0.015873
mutation_064bb703,10,55.8,8,6.97,10,0.017921
mutation_a186b7e3,10,49.9,7,7.13,10,0.02004
mutation_3621eed8,10,39.8,6,6.63,10,0.025126
mutation_6a7028dc,10,62.6,10,6.26,17,0.015974
mutation_60f62d4e,10,57.0,8,7.12,14,0.017544
mutation_072082cc,10,56.5,8,7.06,14,0.017699
mutation_6c9785dd,10,60.6,8,7.58,16,0.016502
mutation_dc7cce4a,10,44.4,7,6.34,5,0.022523
mutation_8c1fb4b5,10,56.6,8,7.08,17,0.017668
mutation_3f01a0d1,10,55.7,7,7.96,19,0.017953
mutation_e7510665,10,56.8,7,8.11,10,0.017606
