method_name,num_steps,num_groups,num_removes,total_constraints,avg_constraints_per_step,max_constraints_per_step,num_cache_alg_steps,num_free_layer_steps,symmetry_depth,num_symmetry_orientations,num_edge_constraints,num_corner_constraints,num_orientation_constraints,constraint_type_diversity,score
mutation_556b5086,9,1,0,25,2.78,4,4,4,1,0,12,7,6,3,0.015949
mutation_7cf4ed6f,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.016779
mutation_b07aa926,8,1,0,23,2.88,5,3,3,1,0,12,7,3,3,0.028736
mutation_5e91919c,8,1,0,18,2.25,4,3,3,1,0,9,7,2,3,0.017637
mutation_1036377f,8,1,0,19,2.38,5,2,2,1,0,9,6,4,3,0.019084
mutation_69b7b961,8,1,0,23,2.88,5,3,3,1,0,12,7,3,3,0.104167
mutation_8996caae,7,1,0,21,3.0,5,2,2,1,0,10,7,4,3,0.017889
mutation_c5110944,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.015924
mutation_8aaa66d7,8,1,0,19,2.38,4,2,2,1,0,10,5,4,3,0.022321
mutation_a41a1090,6,1,0,18,3.0,5,1,1,1,0,9,7,2,3,0.022272
mutation_7fe9e64b,8,1,0,22,2.75,5,3,3,1,0,11,9,2,3,0.019646
mutation_754f758a,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.017182
mutation_5d6e095a,7,1,0,16,2.29,5,2,2,1,0,8,5,3,3,0.019685
mutation_3309a5b4,8,1,0,23,2.88,5,3,3,1,0,12,7,4,3,0.017762
mutation_1c838dd3,8,1,0,25,3.12,5,3,3,1,0,14,7,4,3,0.017182
mutation_52fdc875,7,1,0,23,3.29,5,2,2,1,0,12,7,4,3,0.019763
mutation_d6b14ffa,8,1,0,22,2.75,4,3,3,1,0,13,7,2,3,0.017606
mutation_0ded9c08,8,1,0,19,2.38,5,2,2,1,0,9,6,4,3,0.019084
mutation_ea73d72a,7,1,0,21,3.0,5,2,2,1,0,10,7,4,3,0.017889
mutation_1a65a727,8,1,0,20,2.5,4,3,3,1,0,11,7,2,3,0.02008
mutation_6e3aaeb3,7,1,0,24,3.43,5,2,2,1,0,14,8,2,3,0.019841
mutation_714fb2c2,8,1,0,16,2.0,4,3,3,1,0,7,5,4,3,0.021186
mutation_36655968,8,1,0,20,2.5,4,3,3,1,0,9,9,2,3,0.019157
mutation_3a0a4412,7,1,0,20,2.86,5,2,2,1,0,10,8,2,3,0.019802
mutation_4ac0a588,7,1,0,22,3.14,5,2,2,1,0,13,7,2,3,0.020325
mutation_790ed0ce,8,1,0,23,2.88,5,3,3,1,0,13,8,2,3,0.01675
mutation_af85b6f7,9,1,0,18,2.0,3,4,4,1,0,9,7,2,3,0.017637
mutation_02b55dce,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.02004
mutation_eaaa6cdc,7,1,0,16,2.29,4,2,2,1,0,9,5,2,3,0.021368
mutation_be1672cd,8,1,0,23,2.88,5,3,3,1,0,14,7,2,3,0.017825
mutation_db32294b,8,1,0,24,3.0,5,3,3,1,0,13,9,2,3,0.016835
mutation_eef17892,8,1,0,21,2.62,5,3,3,1,0,8,11,2,3,0.017361
mutation_aa110227,8,1,0,20,2.5,4,3,3,1,0,9,9,2,3,0.017986
mutation_95fc44aa,8,1,0,17,2.12,3,3,3,1,0,9,6,2,3,0.019268
mutation_a7989cc6,8,1,0,20,2.5,4,3,3,1,0,9,9,2,3,0.019011
mutation_1572ae89,7,1,0,22,3.14,5,2,2,1,0,13,7,2,3,0.017391
mutation_a6ed66a3,7,1,0,20,2.86,4,2,2,1,0,10,6,4,3,0.021231
mutation_387a5072,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.017825
mutation_ebb4bfc4,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.016207
mutation_6e38d2de,8,1,0,18,2.25,4,3,3,1,0,9,7,2,3,0.020161
mutation_66b9f323,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.019802
mutation_380c3d64,7,1,0,20,2.86,4,2,2,1,0,10,8,2,3,0.019048
mutation_48cb5de4,8,1,0,22,2.75,5,3,3,1,0,12,8,2,3,0.017575
mutation_f537e88f,8,1,0,20,2.5,4,3,3,1,0,9,9,2,3,0.017182
mutation_7dc8511d,8,1,0,23,2.88,5,3,3,1,0,13,8,2,3,0.01675
mutation_dc72c90f,7,1,0,21,3.0,5,2,2,1,0,10,7,4,3,0.016611
mutation_02077995,8,1,0,16,2.0,3,2,2,1,0,8,5,3,3,0.019305
mutation_e7df1a72,8,1,0,17,2.12,4,3,3,1,0,9,6,2,3,0.021692
mutation_0480d5ab,8,1,0,20,2.5,5,3,3,1,0,9,7,3,3,0.135135
mutation_404ac80c,7,1,0,20,2.86,5,2,2,1,0,11,7,2,3,0.019646
mutation_d7ccace5,8,1,0,21,2.62,5,3,3,1,0,8,11,2,3,0.017361
mutation_60d849f2,8,1,0,21,2.62,5,3,3,1,0,10,7,4,3,0.02008
mutation_cc9d438b,7,1,0,21,3.0,5,2,2,1,0,12,7,2,3,0.020325
mutation_a5ef63ae,9,1,0,20,2.22,3,4,4,1,0,11,7,2,3,0.016129
mutation_078ef5ef,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.017825
mutation_12b67c80,8,1,0,18,2.25,4,3,3,1,0,8,6,4,3,0.021739
mutation_10bc816f,6,1,0,16,2.67,4,1,1,1,0,9,5,2,3,0.025974
mutation_d07e7edb,8,1,0,23,2.88,5,3,3,1,0,12,7,4,3,0.018051
mutation_215fb5dd,8,1,0,20,2.5,5,3,3,1,0,10,8,2,3,0.01642
mutation_988aea7a,8,1,0,20,2.5,5,3,3,1,0,12,8,0,2,0.017422
mutation_0862984d,8,1,0,21,2.62,4,3,3,1,0,12,7,2,3,0.016779
mutation_abdd4dc8,7,1,0,18,2.57,4,2,2,1,0,9,7,2,3,0.019881
mutation_6ffd3105,7,1,0,21,3.0,5,2,2,1,0,12,7,2,3,0.015798
mutation_2649cef9,8,1,0,20,2.5,5,3,3,1,0,11,7,2,3,0.017637
mutation_0a7383a1,8,1,0,20,2.5,4,3,3,1,0,11,7,2,3,0.016949
mutation_2e569988,8,1,0,23,2.88,5,3,3,1,0,12,7,3,3,0.0625
mutation_444ce00c,7,1,0,21,3.0,5,2,2,1,0,11,8,2,3,0.019802
mutation_df4367d3,7,1,0,19,2.71,5,2,2,1,0,9,6,4,3,0.020243
mutation_e660e3dd,8,1,0,23,2.88,5,3,3,1,0,12,7,4,3,0.019157
mutation_514f745b,7,1,0,24,3.43,5,2,2,1,0,11,7,6,3,0.017036
mutation_4c7c55db,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.016892
mutation_fcb36e1d,8,1,0,20,2.5,4,3,3,1,0,9,9,2,3,0.019157
mutation_3f16e0bf,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.017762
mutation_5ce08312,8,1,0,20,2.5,5,3,3,1,0,11,7,2,3,0.017637
mutation_48ba8691,7,1,0,16,2.29,4,2,2,1,0,8,5,3,3,0.02551
mutation_edf49c80,8,1,0,20,2.5,4,3,3,1,0,12,6,2,3,0.018051
mutation_a7b7a881,7,1,0,15,2.14,3,2,2,1,0,7,6,2,3,0.020704
mutation_f3596bc2,8,1,0,21,2.62,5,3,3,1,0,10,9,2,3,0.016779
mutation_2e283db1,8,1,0,23,2.88,5,3,3,1,0,12,9,2,3,0.015798
mutation_8c9cc77b,7,1,0,19,2.71,5,2,2,1,0,10,5,4,3,0.017825
mutation_f4a24b79,7,1,0,21,3.0,5,2,2,1,0,9,10,2,3,0.021142
mutation_29c9b7db,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.017889
mutation_c05b8f2f,7,1,0,19,2.71,5,2,2,1,0,10,7,2,3,0.021552
mutation_73dd8a9c,8,1,0,19,2.38,5,3,3,1,0,10,7,2,3,0.017637
mutation_9de1adec,8,1,0,22,2.75,5,3,3,1,0,12,8,2,3,0.017637
mutation_409b48b4,7,1,0,14,2.0,4,2,2,1,0,5,5,3,3,0.625
mutation_ddcd21f2,9,1,0,22,2.44,5,3,3,1,0,12,8,2,3,0.017637
mutation_cb148d09,8,1,0,15,1.88,3,4,4,1,0,8,5,2,3,0.018692
mutation_8424cbe9,8,1,0,19,2.38,4,3,3,1,0,9,8,2,3,0.018939
mutation_6437f9b3,8,1,0,23,2.88,5,3,3,1,0,12,7,4,3,0.017182
mutation_dae7d123,8,1,0,16,2.0,5,3,3,1,0,9,5,2,3,0.019455
mutation_336e4f97,8,1,0,21,2.62,4,3,3,1,0,10,7,4,3,0.017544
mutation_d7ea72ff,8,1,0,22,2.75,5,3,3,1,0,12,8,2,3,0.01642
mutation_dc128116,9,1,0,20,2.22,5,4,4,1,0,9,8,3,3,0.016234
mutation_23c86bb4,7,1,0,17,2.43,5,2,2,1,0,9,6,2,3,0.024876
mutation_2a308c7c,8,1,0,20,2.5,4,3,3,1,0,11,7,2,3,0.015823
mutation_dc611b44,8,1,0,20,2.5,4,3,3,1,0,11,7,2,3,0.017825
mutation_b840c942,8,1,0,19,2.38,5,3,3,1,0,10,7,2,3,0.015083
mutation_5eba7d8d,8,1,0,20,2.5,4,3,3,1,0,9,7,4,3,0.018975
mutation_35bbe1d2,8,1,0,17,2.12,4,3,3,1,0,10,5,2,3,0.017483
mutation_edc2a3fb,8,1,0,21,2.62,4,3,3,1,0,12,7,2,3,0.018939
mutation_52858049,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.018692
mutation_e065edd9,8,1,0,17,2.12,4,2,2,1,0,8,5,4,3,0.018868
mutation_b93d1dc9,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.01845
mutation_4098e75a,10,1,0,23,2.3,5,5,5,1,0,12,9,2,3,0.016
mutation_29471bc1,8,1,0,23,2.88,5,3,3,1,0,12,7,4,3,0.020367
mutation_4d40eb87,7,1,0,18,2.57,4,2,2,1,0,10,6,2,3,0.018975
mutation_f4f15207,8,1,0,19,2.38,5,3,3,1,0,10,7,2,3,0.021368
mutation_e568b89b,8,1,0,20,2.5,5,3,3,1,0,11,7,2,3,0.019084
mutation_3c09cb81,8,1,0,20,2.5,4,3,3,1,0,11,7,2,3,0.018315
mutation_f1b43b11,6,1,0,18,3.0,5,2,2,1,0,9,5,4,3,0.024272
mutation_9b442032,9,1,0,24,2.67,5,4,4,1,0,14,8,2,3,0.016026
mutation_66209a82,7,1,0,19,2.71,4,2,2,1,0,9,6,4,3,0.024155
mutation_c79aa2c4,9,1,0,20,2.22,4,4,4,1,0,10,7,3,3,0.016155
mutation_2c365663,6,1,0,15,2.5,4,1,1,1,0,8,5,2,3,0.026596
mutation_6d135688,9,1,0,23,2.56,5,4,4,1,0,12,7,4,3,0.01845
mutation_35163a88,7,1,0,19,2.71,5,2,2,1,0,10,7,2,3,0.02079
mutation_a65452dd,7,1,0,21,3.0,5,2,2,1,0,12,7,2,3,0.016556
mutation_e16c543e,9,1,0,19,2.11,3,4,4,1,0,10,7,2,3,0.016447
mutation_9ea42e68,7,1,0,21,3.0,4,2,2,1,0,9,10,2,3,0.021008
mutation_4054a486,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.018315
mutation_62f65302,8,1,0,22,2.75,5,3,3,1,0,11,7,4,3,0.017762
mutation_0f083e85,8,1,0,19,2.38,4,3,3,1,0,9,8,2,3,0.019417
mutation_a18df373,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.017123
mutation_9b07e711,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.015924
mutation_53eb13d4,7,1,0,18,2.57,5,2,2,1,0,9,5,4,3,0.022173
mutation_758f6fbe,7,1,0,17,2.43,4,2,2,1,0,10,5,2,3,0.018868
mutation_6c235f76,7,1,0,23,3.29,5,2,2,1,0,13,8,2,3,0.019802
mutation_2abbecbd,8,1,0,23,2.88,5,3,3,1,0,12,7,3,3,0.033113
mutation_907ce690,8,1,0,17,2.12,4,3,3,1,0,8,7,2,3,0.022026
mutation_c06f4f23,8,1,0,22,2.75,5,3,3,1,0,12,8,2,3,0.019268
mutation_8fe45f05,7,1,0,18,2.57,4,2,2,1,0,10,6,2,3,0.021142
mutation_91e4e073,9,1,0,21,2.33,5,3,3,1,0,11,8,2,3,0.018727
mutation_658bf771,7,1,0,21,3.0,5,2,2,1,0,12,7,2,3,0.018868
mutation_557e8c1d,8,1,0,18,2.25,4,3,3,1,0,10,7,1,3,0.018762
mutation_f3c9ebc1,8,1,0,19,2.38,5,3,3,1,0,11,6,2,3,0.018519
mutation_dd675fa3,8,1,0,21,2.62,4,3,3,1,0,12,7,2,3,0.016155
mutation_3a0ca7cb,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.018315
mutation_e085679a,8,1,0,20,2.5,5,3,3,1,0,11,7,2,3,0.017123
mutation_f445a8c2,9,1,0,23,2.56,4,4,4,1,0,13,8,2,3,0.016129
mutation_c32a50b2,7,1,0,20,2.86,4,2,2,1,0,12,6,2,3,0.018762
mutation_7ff29d19,9,1,0,20,2.22,4,4,4,1,0,11,7,2,3,0.015773
mutation_165d192b,7,1,0,17,2.43,4,2,2,1,0,8,5,4,3,0.020243
mutation_a420019c,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.017921
mutation_9bf2f58c,8,1,0,19,2.38,5,3,3,1,0,10,7,2,3,0.01845
mutation_da02e3d1,8,1,0,20,2.5,5,3,3,1,0,11,7,2,3,0.018727
mutation_a2d02fc5,8,1,0,23,2.88,5,3,3,1,0,13,8,2,3,0.016447
mutation_2916100f,8,1,0,23,2.88,5,3,3,1,0,12,7,4,3,0.017668
mutation_826c1a79,7,1,0,24,3.43,5,2,2,1,0,12,8,4,3,0.016556
mutation_fa1809c6,7,1,0,23,3.29,5,2,2,1,0,12,7,4,3,0.017889
mutation_53965c50,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.016129
mutation_4b55c22a,8,1,0,22,2.75,4,3,3,1,0,12,7,3,3,0.017422
mutation_ad3d3a6f,7,1,0,22,3.14,5,2,2,1,0,13,7,2,3,0.016051
mutation_9ac847a5,7,1,0,21,3.0,5,2,2,1,0,10,7,4,3,0.017857
mutation_8e13c56c,8,1,0,15,1.88,2,3,3,1,0,8,5,2,3,0.020284
mutation_0c6aa03b,8,1,0,19,2.38,4,3,3,1,0,9,8,2,3,0.020492
mutation_c54664e0,6,1,0,18,3.0,5,1,1,1,0,9,7,2,3,0.021552
mutation_9b6a1a89,7,1,0,21,3.0,5,2,2,1,0,11,8,2,3,0.021322
mutation_70f9cea7,9,1,0,22,2.44,5,4,4,1,0,12,8,2,3,0.018519
mutation_141a1bf8,7,1,0,17,2.43,4,1,1,1,0,8,5,4,3,0.021008
mutation_68190470,8,1,0,20,2.5,5,3,3,1,0,12,6,2,3,0.018519
mutation_b327c322,7,1,0,18,2.57,5,2,2,1,0,9,7,2,3,0.019685
mutation_0b114558,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.018315
mutation_b543d546,8,1,0,15,1.88,2,3,3,1,0,8,5,2,3,0.021231
mutation_75979933,8,1,0,18,2.25,4,3,3,1,0,10,6,2,3,0.015949
mutation_5eaa7b08,8,1,0,22,2.75,5,2,2,1,0,13,5,4,3,0.017271
mutation_0a33d7c8,9,1,0,23,2.56,5,4,4,1,0,12,9,2,3,0.017575
mutation_ec7586d3,7,1,0,20,2.86,5,2,2,1,0,12,6,2,3,0.018149
mutation_62c87f2e,7,1,0,17,2.43,4,2,2,1,0,10,5,2,3,0.02331
mutation_eeb04dda,7,1,0,15,2.14,4,2,2,1,0,7,6,2,3,0.020619
mutation_4d39860c,8,1,0,19,2.38,5,3,3,1,0,10,7,2,3,0.017422
mutation_81faf89d,8,1,0,21,2.62,4,3,3,1,0,12,7,2,3,0.018553
mutation_9ebf6cbd,7,1,0,20,2.86,5,2,2,1,0,9,7,4,3,0.019724
mutation_bcba0c9d,8,1,0,21,2.62,5,3,3,1,0,8,11,2,3,0.020576
mutation_f626a735,8,1,0,21,2.62,5,3,3,1,0,10,7,4,3,0.017668
mutation_dfd14fa5,8,1,0,20,2.5,5,3,3,1,0,11,7,2,3,0.018727
mutation_ca74d1f1,7,1,0,21,3.0,4,2,2,1,0,9,10,2,3,0.021008
mutation_3ab4e584,8,1,0,20,2.5,5,3,3,1,0,10,7,3,3,0.016863
mutation_db69db4c,8,1,0,18,2.25,4,3,3,1,0,10,6,2,3,0.018149
mutation_9181865f,7,1,0,19,2.71,5,2,2,1,0,11,6,2,3,0.019417
mutation_57d4c34c,7,1,0,22,3.14,5,2,2,1,0,13,7,2,3,0.02045
mutation_ef12eb4b,7,1,0,12,1.71,2,2,2,1,0,5,5,2,3,0.030488
mutation_2abea154,7,1,0,22,3.14,5,2,2,1,0,8,8,6,3,0.019763
mutation_45959b02,7,1,0,19,2.71,5,2,2,1,0,9,8,2,3,0.021186
mutation_d716de17,7,1,0,22,3.14,5,2,2,1,0,11,7,4,3,0.020408
mutation_6a8274a7,8,1,0,21,2.62,4,3,3,1,0,12,7,2,3,0.016863
mutation_98ecbb1e,8,1,0,22,2.75,5,2,2,1,0,11,5,6,3,0.017123
mutation_0147fa7b,8,1,0,23,2.88,5,3,3,1,0,13,8,2,3,0.017921
mutation_ec06e86e,7,1,0,22,3.14,5,2,2,1,0,13,7,2,3,0.016807
mutation_ca457b76,8,1,0,22,2.75,5,3,3,1,0,13,7,2,3,0.017921
mutation_d2dea558,8,1,0,23,2.88,5,3,3,1,0,12,7,4,3,0.017668
mutation_b4adbfc4,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.018315
mutation_39bd8f8a,8,1,0,20,2.5,4,3,3,1,0,9,7,4,3,0.021322
mutation_a3896f12,8,1,0,21,2.62,5,3,3,1,0,12,7,2,3,0.016051
mutation_24c60df3,8,1,0,17,2.12,5,2,2,1,0,10,4,3,3,0.019531
mutation_0e452d5e,9,1,0,15,1.67,2,3,3,1,0,7,6,2,3,0.01996
mutation_0f8ce0ac,7,1,0,19,2.71,5,2,2,1,0,10,7,2,3,0.021413
mutation_1f95fb28,8,1,0,22,2.75,5,3,3,1,0,13,7,2,3,0.016863
mutation_33d29b0f,9,1,0,25,2.78,5,3,3,1,0,11,7,7,3,0.017953
mutation_c90ed9c4,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.017123
mutation_145e6425,7,1,0,15,2.14,4,2,2,1,0,7,6,2,3,0.024213
mutation_d3d652fd,9,1,0,20,2.22,3,4,4,1,0,11,7,2,3,0.017361
mutation_e9a1f1bc,7,1,0,19,2.71,5,2,2,1,0,9,8,2,3,0.021186
mutation_63cf23c3,8,1,0,22,2.75,5,3,3,1,0,13,7,2,3,0.016181
mutation_e44a1aa9,7,1,0,22,3.14,5,2,2,1,0,11,7,4,3,0.017483
mutation_7a247454,8,1,0,19,2.38,5,2,2,1,0,9,6,4,3,0.021459
mutation_58c07cbe,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.018315
mutation_16d95de8,8,1,0,13,1.62,2,2,2,1,0,6,4,3,3,0.025974
mutation_8f2e46e3,7,1,0,21,3.0,4,1,1,1,0,11,6,4,3,0.020367
mutation_53941755,8,1,0,22,2.75,4,3,3,1,0,9,9,4,3,0.020534
mutation_18ff4ec1,8,1,0,15,1.88,2,3,3,1,0,7,6,2,3,0.020747
mutation_056dc6ed,8,1,0,19,2.38,5,3,3,1,0,10,7,2,3,0.020161
mutation_56092697,8,1,0,18,2.25,4,3,3,1,0,9,7,2,3,0.021322
mutation_fd584942,7,1,0,25,3.57,5,2,2,1,0,10,6,9,3,0.01626
mutation_f6353958,7,1,0,19,2.71,5,2,2,1,0,10,7,2,3,0.021186
mutation_e75cec2e,6,1,0,20,3.33,5,1,1,1,0,10,8,2,3,0.025126
mutation_96163a9b,9,1,0,21,2.33,4,4,4,1,0,12,7,2,3,0.016155
mutation_92b023e9,7,1,0,20,2.86,5,2,2,1,0,11,7,2,3,0.021008
mutation_88e5b292,8,1,0,21,2.62,5,3,3,1,0,10,5,6,3,0.019342
mutation_d3cc99a1,8,1,0,21,2.62,5,2,2,1,0,10,5,6,3,0.017794
mutation_1e07fe65,8,1,0,23,2.88,5,3,3,1,0,12,9,2,3,0.018018
mutation_6e71d4c5,8,1,0,20,2.5,4,3,3,1,0,9,9,2,3,0.018727
